郵遞區號,客戶數,流失數,平均營收,人口估計,滲透率,流失率
95814,4,1,1876.92,16599,0.024097837219109585,25.0
95776,4,2,781.1324999999999,15022,0.026627612834509387,50.0
95765,4,0,4054.8625,15494,0.0258164450755131,0.0
95762,4,0,2063.2225,22028,0.018158707100054475,0.0
95758,4,2,5261.1975,47065,0.008498884521406565,50.0
95747,4,0,4739.9625,25418,0.015736879376819578,0.0
95746,4,1,1443.5975,20675,0.019347037484885126,25.0
95742,4,2,3063.9925,299,1.3377926421404682,50.0
95736,4,1,1717.6,31,12.903225806451612,25.0
95838,4,3,2713.3424999999997,34894,0.011463288817561758,75.0
95837,4,1,5286.0125,264,1.5151515151515151,25.0
95835,4,2,3075.92,854,0.468384074941452,50.0
95834,4,0,1999.3325,8403,0.04760204688801618,0.0
95833,4,0,2949.445,31422,0.012729934440837629,0.0
95832,4,0,3498.54,9063,0.044135495972635996,0.0
95831,4,2,2182.48,42832,0.009338812103100487,50.0
95830,4,0,3665.4975000000004,592,0.6756756756756757,0.0
95829,4,1,3522.3225,11396,0.0351000351000351,25.0
95828,4,2,3565.63,54880,0.007288629737609329,50.0
95827,4,1,6238.4825,19611,0.02039671612870328,25.0
95826,4,1,1219.2775,38818,0.010304497913339173,25.0
95825,4,1,4531.685,30715,0.013022952954582452,25.0
95824,4,1,6221.405000000001,30580,0.013080444735120994,25.0
95823,4,1,3790.5825000000004,72199,0.005540242939652904,25.0
95822,4,0,3036.1625,44683,0.008951950406194748,0.0
95923,4,2,2425.9175,86,4.651162790697675,50.0
95922,4,1,5207.45,632,0.6329113924050633,25.0
95920,4,1,3765.0699999999997,303,1.3201320132013201,25.0
95919,4,1,2882.1825,1237,0.32336297493936944,25.0
95918,4,1,2939.6825,1477,0.2708192281651997,25.0
95917,4,0,2585.065,3169,0.12622278321236985,0.0
95916,4,0,5011.4175,1279,0.3127443315089914,0.0
95914,4,2,2374.065,626,0.6389776357827476,50.0
95912,4,1,5794.88,4796,0.08340283569641367,25.0
95910,4,0,1082.0525,118,3.389830508474576,0.0
95903,4,1,2981.0550000000003,5654,0.07074637424831977,25.0
95901,4,0,2366.3125,38091,0.010501168254968366,0.0
95864,4,1,2671.0375,23362,0.017121821761835458,25.0
95843,4,2,2421.6475,36432,0.010979358805445762,50.0
95842,4,1,2760.1,31373,0.01274981672138463,25.0
95841,4,0,3410.1975,20993,0.019053970371076073,0.0
95945,4,0,1628.67,23990,0.016673614005835762,0.0
95944,4,0,5017.055,76,5.263157894736842,0.0
95943,4,0,3966.4500000000003,1454,0.2751031636863824,0.0
95942,4,1,2007.0625,1351,0.2960769800148038,25.0
95941,4,1,4212.295,452,0.8849557522123894,25.0
95939,4,1,1858.43,587,0.6814310051107325,25.0
95938,4,0,4276.65,3524,0.11350737797956867,0.0
95937,4,2,1449.0275000000001,19,21.052631578947366,50.0
95936,4,1,2515.975,404,0.9900990099009901,25.0
95935,4,2,4525.8975,614,0.6514657980456027,50.0
95934,4,1,2767.615,178,2.247191011235955,25.0
95932,4,1,3533.1724999999997,7503,0.053312008529921365,25.0
95930,4,1,2215.715,282,1.4184397163120568,25.0
95928,4,2,3114.225,32848,0.012177301509985387,50.0
95926,4,1,2130.9325,35808,0.011170688114387846,25.0
95925,4,2,2407.8275,262,1.5267175572519083,50.0
95963,4,1,3751.6000000000004,13706,0.029184298847220194,25.0
95962,4,0,4764.55,1519,0.26333113890717574,0.0
95961,4,1,3399.2775,6439,0.06212144742972511,25.0
95960,4,0,2519.885,565,0.7079646017699115,0.0
95959,4,1,698.46,17269,0.023162893045341363,25.0
95957,4,0,3161.85,776,0.5154639175257731,0.0
95956,4,1,3419.855,301,1.3289036544850499,25.0
95955,4,1,3097.95,1146,0.34904013961605584,25.0
95954,4,1,2287.86,11168,0.03581661891117478,25.0
95953,4,1,2742.145,8695,0.04600345025876941,25.0
95951,4,1,2101.7374999999997,1931,0.20714655618850336,25.0
95950,4,3,1676.43,531,0.7532956685499058,75.0
95949,4,2,1393.5349999999999,17922,0.022318937618569356,50.0
95948,4,1,3843.2575,9763,0.04097101300829663,25.0
95947,4,0,3301.0074999999997,2064,0.1937984496124031,0.0
95946,4,0,1866.96,9752,0.04101722723543889,0.0
95984,4,4,363.39500000000004,73,5.47945205479452,100.0
95983,4,1,2461.5225,513,0.7797270955165692,25.0
95982,4,1,4635.115,3193,0.1252740369558409,25.0
95981,4,2,2441.84,101,3.9603960396039604,50.0
95979,4,0,4750.8525,844,0.47393364928909953,0.0
95978,4,0,2665.715,28,14.285714285714285,0.0
95977,4,0,1394.3375,963,0.4153686396677051,0.0
95975,4,2,2939.2675,1601,0.24984384759525297,50.0
95974,4,0,1242.8875,74,5.405405405405405,0.0
95973,4,0,3285.9675,26971,0.014830744132586855,0.0
95971,4,3,874.7175,6189,0.06463079657456779,75.0
95970,4,2,3581.2425,495,0.8080808080808081,50.0
95969,4,0,3624.3325,28318,0.014125291334133767,0.0
95968,4,1,4046.4674999999997,1254,0.3189792663476874,25.0
95966,4,2,646.88,28382,0.014093439503910928,50.0
95965,4,0,2859.785,17782,0.022494657518839275,0.0
96014,4,1,4517.8925,290,1.3793103448275863,25.0
96013,4,2,3220.325,4552,0.08787346221441124,50.0
96011,4,2,3457.25,265,1.509433962264151,50.0
96010,4,0,4955.782499999999,269,1.486988847583643,0.0
96009,4,1,5626.2825,595,0.6722689075630253,25.0
96008,4,1,933.7025,899,0.44493882091212456,25.0
96007,4,2,1312.1225,21418,0.01867588010084975,50.0
96006,4,2,1384.845,615,0.6504065040650406,50.0
96003,4,0,2073.605,41476,0.009644131545954287,0.0
96002,4,1,3541.695,30338,0.013184784758388818,25.0
96001,4,1,959.42,31586,0.012663838409421896,25.0
95993,4,2,1430.82,27786,0.014395738861297056,50.0
96126,4,2,651.4375,227,1.762114537444934,50.0
96017,4,2,3475.5675,228,1.7543859649122806,50.0
96016,4,1,5619.305,344,1.1627906976744187,25.0
96015,4,1,784.46,417,0.9592326139088728,25.0
96124,4,0,3807.525,322,1.2422360248447204,0.0
96121,4,0,6232.405,481,0.8316008316008316,0.0
96120,4,0,3662.005,957,0.41797283176593525,0.0
96119,4,0,2925.9049999999997,85,4.705882352941177,0.0
96118,4,0,1614.9325,1822,0.21953896816684962,0.0
96117,4,0,3683.4300000000003,385,1.0389610389610389,0.0
96114,4,0,4099.075,3093,0.12932428063368898,0.0
96113,4,0,3924.6325,946,0.42283298097251587,0.0
96110,4,2,59.6425,132,3.0303030303030303,50.0
96109,4,1,3527.8175,1177,0.33984706881903143,25.0
95991,4,0,3036.135,34967,0.011439357108130523,0.0
95988,4,1,2943.9350000000004,8812,0.04539264639128461,25.0
92101,4,0,1657.2350000000001,27505,0.014542810398109434,0.0
92091,4,0,2142.0225,1072,0.3731343283582089,0.0
92083,4,0,2080.2625,62036,0.0064478689793023404,0.0
92066,4,0,5962.32,339,1.1799410029498525,0.0
92065,4,0,4449.815,33104,0.01208313194780087,0.0
92059,4,1,3681.6825,1831,0.21845985800109227,25.0
90010,4,2,1779.3325,1957,0.2043944813490036,50.0
96146,4,0,1956.3449999999998,942,0.42462845010615713,0.0
96143,4,1,2596.8875,4806,0.08322929671244278,25.0
96140,4,2,4605.0925,1943,0.2058672156459084,50.0
96137,4,2,1458.76,4158,0.0962000962000962,50.0
96136,4,1,2195.335,162,2.4691358024691357,25.0
96134,4,0,1727.335,2595,0.15414258188824664,0.0
96132,4,1,2079.075,72,5.555555555555555,25.0
96130,4,2,2381.8825,19440,0.0205761316872428,50.0
96128,4,0,1406.675,408,0.9803921568627451,0.0
96133,3,0,5333.66,116,2.586206896551724,0.0
96141,3,1,607.94,858,0.34965034965034963,33.33333333333333
96142,3,1,4728.8533333333335,1291,0.23237800154918667,33.33333333333333
96145,3,0,4990.156666666667,4002,0.07496251874062969,0.0
93437,3,2,3313.98,6165,0.04866180048661801,66.66666666666666
93501,3,1,4830.2733333333335,4882,0.061450225317492835,33.33333333333333
92338,3,2,2405.726666666667,23,13.043478260869565,66.66666666666666
93292,3,1,4373.8,30395,0.009870044415199869,33.33333333333333
93440,3,1,2985.8233333333333,1328,0.2259036144578313,33.33333333333333
93445,3,1,6797.483333333334,7435,0.04034969737726967,33.33333333333333
93405,3,0,3393.623333333333,31982,0.009380276405478082,0.0
93449,3,1,792.7066666666666,8564,0.03503035964502569,33.33333333333333
93436,3,1,3133.543333333333,51737,0.005798558091887817,33.33333333333333
93285,3,0,1773.6499999999999,2515,0.11928429423459246,0.0
92346,3,0,397.88000000000005,48245,0.006218260959684942,0.0
92341,3,1,2851.806666666667,317,0.9463722397476341,33.33333333333333
93311,3,0,4214.526666666668,20440,0.014677103718199608,0.0
92374,3,1,1125.5866666666668,36675,0.008179959100204498,33.33333333333333
92311,3,0,7555.813333333334,31293,0.009586808551433228,0.0
92257,3,0,4013.89,2753,0.10897203051216856,0.0
92316,3,1,2536.5033333333336,25995,0.011540680900173109,33.33333333333333
92314,3,1,770.6199999999999,9899,0.0303060915243964,33.33333333333333
96116,3,0,4834.566666666667,277,1.083032490974729,0.0
91905,3,0,1667.4799999999998,1509,0.19880715705765406,0.0
92061,3,1,1820.36,2615,0.11472275334608031,33.33333333333333
92210,3,2,2190.82,3873,0.0774593338497289,66.66666666666666
92103,3,1,2209.79,30202,0.009933117012118403,33.33333333333333
92211,3,2,2052.9266666666667,19702,0.015226880519744187,66.66666666666666
92104,3,1,2909.1433333333334,47689,0.006290758875212313,33.33333333333333
92106,3,0,1358.2233333333334,18525,0.016194331983805668,0.0
96101,3,0,606.4433333333334,5096,0.05886970172684458,0.0
92108,3,1,2407.9733333333334,11650,0.025751072961373394,33.33333333333333
96086,3,1,3526.72,332,0.9036144578313252,33.33333333333333
96087,3,0,6459.34,528,0.5681818181818182,0.0
92056,3,0,3335.5933333333337,52895,0.0056716135740618205,0.0
96092,3,1,2927.42,439,0.683371298405467,33.33333333333333
92060,3,1,4765.643333333333,234,1.282051282051282,33.33333333333333
92057,3,1,3566.5466666666666,46893,0.006397543343356151,33.33333333333333
96123,3,0,3275.5433333333335,61,4.918032786885246,0.0
96122,3,0,4678.276666666667,4236,0.0708215297450425,0.0
96108,3,0,2329.3366666666666,104,2.8846153846153846,0.0
92071,3,0,1925.5233333333333,53510,0.005606428704914969,0.0
92082,3,0,1177.05,14575,0.020583190394511147,0.0
92014,3,1,7888.616666666666,13945,0.02151308712800287,33.33333333333333
91935,3,0,6231.543333333334,8759,0.03425048521520722,0.0
92004,3,0,2129.1966666666667,2863,0.1047851903597625,0.0
96112,3,1,6095.503333333333,231,1.2987012987012987,33.33333333333333
92105,2,0,4995.320000000001,73006,0.002739500862942772,0.0
95431,2,2,702.52,363,0.5509641873278237,100.0
93528,2,2,1117.645,207,0.966183574879227,100.0
91934,2,0,1020.035,699,0.28612303290414876,0.0
92250,2,0,2078.415,8062,0.024807740014884644,0.0
96150,2,2,1722.9,33038,0.006053635207942369,100.0
93711,1,1,681.4,36274,0.0027567955009097428,100.0
